text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
Machine learning (spring) hung-yi-lee~tlkagk courses_ml17.html) this repository contains four homework of machine learning course of national taiwan university (ntu).	github_ai	0	0	0	0	0	0	0	0
The biased sampling is formulated using a non-negative weighing function w(x,y), such that we observe samples from a density proportional to f_xy(x,y) w(x,y), and if not dealt with properly, may confound our tests for dependency in the (unbiased) density f_xy.	github_ai	0	0	0	1	0	0	0	0
Pcan_components: a user can pass an integer to define the number of pca derived features for purposes of dimensionality reduction, such integer to be less than the otherwise returned number of sets.	github_ai	0	0	0	1	0	0	0	0
(see diagram above) a vehicle driving beside another will be unable to change into its neighbors lane until there is a sufficient gap, regardless of what its algorithm tries to do.	github_ai	0	0	0	1	0	0	0	0
Tomas mikolov, ilya sutskever, kai chen, greg corrado, jeffrey dean, distributed representations of words and phrases and their compositionality 2013.	github_ai	0	0	0	0	0	0	0	1
How to pass the certified kubernetes administrator (cka) exam on the first attempt.tools(.devops-tools) deploying kubernetes with ansible and terraform kubernetes with saltstack revisited by jon langemak try kubernetes with vagrant by christoph hartmann cluster consul using kubernetes api dynamic kubernetes installation configuration with saltstack by jon langemak deploying kubernetes with saltstack by jon langemak.	github_ai	0	0	0	1	0	0	0	0
It contains an elaborate notebook with additional commentary and conception insights, and it`s readable from your browser.	github_ai	0	0	0	1	0	0	0	0
Discrete and continuous states(05-discrete-and-continuous-states readme.md.5-discrete-and-continuous-states) 5.1 too large to hold in memory(05-discrete-and-continuous-states readme.md.51-too-large-to-hold-in-memory) 5.2 discretization of state space(05-discrete-and-continuous-states readme.md.52-discretization-of-state-space) 5.3 use of function approximation(05-discrete-and-continuous-states readme.md.53-use-of-function-approximation) 5.4 exercises(05-discrete-and-continuous-states readme.md.54-exercises) 5.5 further reading(05-discrete-and-continuous-states readme.md.55-further-reading) 6.	github_ai	0	0	0	0	0	0	0	0
Python 2.7 support will be removed on january 1, 2020.	github_ai	0	0	0	0	0	0	1	0
Getting started with deep learning and python machine learning mastery deep learning.net aggregation site for dl resources awesome machine learning like this github, but ml-focused fastml awesome deep learning resources rough list of learning resources for deep learning professional and in-depth machine learning video courses a collection of free professional and in depth machine learning and data science video tutorials and courses professional and in-depth artificial intelligence video courses a collection of free professional and in depth artificial intelligence video tutorials and courses professional and in-depth deep learning video courses a collection of free professional and in depth deep learning video tutorials and courses introduction to machine learning introductory level machine learning crash course awesome graph classification learning from graph stuctured data awesome community detection clustering graph structured data awesome decision tree papers decision tree papers from machine learning conferences awesome gradient boosting papers gradient boosting papers from machine learning conferences awesome fraud detection papers fraud detection papers from machine learning conferences.	github_ai	0	0	0	0	0	0	0	0
License: bsd 2.2-clause_license_.28.22simplified_bsd_license.22_or_.22freebsd_license.22.29), !business friendly license google jimfs an in-memory file system for java 7+.	github_ai	1	0	0	0	0	0	0	0
