text	provenance	convention	old	new
The possible trajectories for both the vehicle and the pedestrians are modeled as clothoid curves, which are efficient to manage from the numeric point of view and are very comfortable to follow for the user.	Semantic Scholar	green	1	0
A change was made in the HMI paradigm, moving from a force-sensing to a vision-based approach, while maintaining a natural user interaction and adding complementary safety features like correct gripping enforcement.	Semantic Scholar	green	1	0
However, they focus on the saliency of the proposal only, and the importance of its immediate context has not been evaluated.	Semantic Scholar	green	1	0
This paper proposes a new unsupervised spectral feature selection method to preserve both the local and global structure of the features as well as the samples.	Semantic Scholar	green	1	0
The purpose of this study was to develop a sensorimotor-enhancing suit (SEnS)—unpowered assistive clothing without actuators or electrical devices—and to examine its efficacy for reducing voluntary muscle activation and improving force reproduction in the upper limb in healthy young adults.	Semantic Scholar	green	1	0
By extracting image luminance channel and separating it into a base layer and a detail layer, the Retinex theory has been widely adopted for tone mapping to visualize high dynamic range (HDR) images on low dynamic range display devices.	Semantic Scholar	green	1	0
Such a scene interpretation is useful for robotics and visual reasoning, but difficult to produce due to the well-known challenge of segmentation, the high degree of occlusion, and the diversity of objects in indoor scenes.	Semantic Scholar	green	1	0
In this paper, we propose a robust subspace learning (SL) framework for dimensionality reduction which further extends the existing SL methods to a low-rank and sparse embedding (LRSE) framework from three aspects: overall optimum, robustness and generalization.	Semantic Scholar	green	1	0
Moreover, we endow our system with two additional contributions: a loop closure approach and a failure recovery and re-localization approach, both specifically designed so to enforce global consistency between merged segments, thus making our system suitable for large scale and long standing reconstruction and segmentation.	Semantic Scholar	green	1	0
Through the successful demonstration of using EEG characteristics to predict the real-time saliency distribution in natural videos, we suggest the feasibility of quantifying visual content through measuring brain activities (EEG signals) in real environments, which would facilitate the understanding of cortical involvement in the processing of natural visual stimuli and application developments motivated by human visual processing.	Semantic Scholar	green	1	0
While there is a significant amount of research on autonomous underwater vehicles (AUVs) in general and fieldable solutions already exist for inspection and exploration missions, possibilities remain for adding intelligent autonomous functions for interventions.	Semantic Scholar	green	1	0
In this paper, we propose that not only the RFs of individual areas, but also the organization of adjacent neurons and the hierarchical structure composed of these areas have been evolved to support efficient coding.	Semantic Scholar	green	1	0
Through the successful demonstration of using EEG characteristics to predict the real-time saliency distribution in natural videos, we suggest the feasibility of quantifying visual content through measuring brain activities (EEG signals) in real environments, which would facilitate the understanding of cortical involvement in the processing of natural visual stimuli and application developments motivated by human visual processing.	Semantic Scholar	green	1	0
We argue that the robotics community has a fundamental role to play in these discussions, for its own sake, to provide the often-missing technical expertise necessary to frame the debate and promote technological development in line with the IEEE Robotics and Automation Society (RAS) objective of advancing technology to benefit humanity	Semantic Scholar	green	1	0
The automatic analysis of humans in static images and video sequences, known as Looking at People, keeps making rapid progress with the regular improvement of existing methods and the proposal of new paradigms that constantly push the state-of-the-art.	Semantic Scholar	green	1	0
Through the successful demonstration of using EEG characteristics to predict the real-time saliency distribution in natural videos, we suggest the feasibility of quantifying visual content through measuring brain activities (EEG signals) in real environments, which would facilitate the understanding of cortical involvement in the processing of natural visual stimuli and application developments motivated by human visual processing.	Semantic Scholar	green	1	0
In this paper, we propose that not only the RFs of individual areas, but also the organization of adjacent neurons and the hierarchical structure composed of these areas have been evolved to support efficient coding.	Semantic Scholar	green	1	0
While there is a significant amount of research on autonomous underwater vehicles (AUVs) in general and fieldable solutions already exist for inspection and exploration missions, possibilities remain for adding intelligent autonomous functions for interventions.	Semantic Scholar	green	1	0
In this paper, we introduce GenealogyVis, a visual analytic system to analyze family history and evolution by using the China Multigenerational Panel Dataset-Liaoning, which has more than 1.5 million observations and provides socioeconomic, demographic, and other information for more than 260 000 residents, and further enable users to explore the correlation between the development of families and the social context of environments, economics, policies, and so on.	Semantic Scholar	green	1	0
The high resolution point cloud collected six months ago is provided from Singapore Land Authority around One-north area in Singapore, because the data are outdated there are many changed aspects of the environment such as redrawn road markings, construction areas, and changing tree shapes.	Semantic Scholar	green	1	0
The work serves as the first robotic mapping system with sublinear storage scaling properties, as well as the first large-scale demonstration in real-world environments of one of the proposed memory benefits of these neurons.	Semantic Scholar	green	1	0
