text	provenance	convention	old	new
We analyze the movement and spatial complexity of the factory layouts.	Semantic Scholar	inspired	1	0
We evaluate the performance of the algorithm by applying it to a variety of tasks: (1) we use artificial data to verify that the algorithm can recover the generating parameters from a random initialization, (2) use image patches of natural images and discuss the role of the prior for the extraction of image components, (3) use extracellular recordings of neurons to present a novel method of analysis for spiking neurons that includes an intuitive discretization strategy, and (4) apply the algorithm on the task of encoding audio waveforms of human speech.	Semantic Scholar	inspired	1	0
It provides an algebraic language with simple mathematical concepts to capture the temporal dimension of scheduling problems in a combinatorial optimization framework.	Semantic Scholar	inspired	1	0
Estimators for quantifying level of chaos and fractal dimension are applied to suitable datasets.	Semantic Scholar	inspired	1	0
For this, a generative Bayesian approach is presented wherein 1) a signed stochastic blockmodel is proposed to characterize the community structure in the context of signed networks, by explicit formulating the distributions of the density and frustration of signed links from a stochastic perspective, and 2) a model learning algorithm is advanced by theoretical deriving a variational Bayes EM for the parameter estimation and variation-based approximate evidence for the model selection.	Semantic Scholar	inspired	1	0
Inspired by Boosting, the novelty of our method comes from the staged probabilistic learning, where each stage consists of training and adding an expert regressor to the intermediate ensemble of expert regressors.	Semantic Scholar	inspired	1	1
Connectomes abound, but few for the human spinal cord.	Semantic Scholar	inspired	1	0
With a shift in current robotics application from known, well-defined environments toward unknown environments, the robot's ability to avoid unknown obstacles in real-time while relying on limited information about spatial constraints in its path becomes essential.	Semantic Scholar	inspired	1	1
The end-points of a moving bar (intrinsic terminators) contain unambiguous information that can be used to extract the bar's correct direction of motion, regardless of the orientation of the bar.	Semantic Scholar	inspired	1	0
Network reliability is a well-studied problem that requires to measure the probability that a target node is reachable from a source node in a probabilistic (or uncertain) graph, i.e., a graph where every edge is assigned a probability of existence.	Semantic Scholar	inspired	1	0
The performance of the system is shown through experiments tracking various objects and ground truth measurements demonstrate the system's ability to provide accurate real-time motion estimates.	Semantic Scholar	inspired	1	0
The analytic framework leads to insights that are difficult to obtain from numerical algorithms and is consistent with biological observations about the distribution of sensory cells' preferred stimuli.	Semantic Scholar	inspired	1	1
Due to the nature of event cameras, our algorithm is unaffected by motion blur and operates very well in challenging, high dynamic range conditions with strong illumination changes.	Semantic Scholar	inspired	1	0
This work proposes an electromyographic-based learning approach that decodes the grasping intention at an early stage of reach-to-grasp motion, i.e.	Semantic Scholar	inspired	1	0
The developed contact model is based on two force components (normal force and tangential friction force, including slipping and sticking effects) and uses a non-linear mass-spring system to describe the object deformations due the mechanical load applied by the fingers of the robotic hand.	Semantic Scholar	inspired	1	0
At the same time, the deformed motion preserves velocity, acceleration, jerk, or higher derivatives of motion profile of the precalculated trajectory.	Semantic Scholar	inspired	1	0
superclass, hasProperty), and spatial relations.	Semantic Scholar	inspired	1	0
The analytic framework leads to insights that are difficult to obtain from numerical algorithms and is consistent with biological observations about the distribution of sensory cells' preferred stimuli.	Semantic Scholar	inspired	1	1
In both formulations, the instance-level similarity is embedded through a quadratic smoothness term, while the semantic label hierarchy is used as a linear constraint.	Semantic Scholar	inspired	1	0
Constraint programming global constraints are in fact, a very powerful modeling tool, but also enable the embedding of sophisticated algorithms inherited by other disciplines.	Semantic Scholar	inspired	1	1
However, they have limited wearability/portability.	Semantic Scholar	inspired	1	0
This spline decomposition considerably reduces the computational complexity and allows real-time execution.	Semantic Scholar	inspired	1	1
Robotic manipulation of objects requires a fast recognition from image stream.	Semantic Scholar	inspired	1	0
In the real scene, color and shape deformations always exist in images simultaneously.	Semantic Scholar	inspired	1	0
We analyze the movement and spatial complexity of the factory layouts.	Semantic Scholar	inspired	1	0
superclass, hasProperty), and spatial relations.	Semantic Scholar	inspired	1	0
An evaluation of our method using real-world datasets reveals that it consistently outperforms the state-of-the-art in terms of precision, recall, and robustness against faulty workers and data sparsity.	Semantic Scholar	inspired	1	1
The recognition results on a specifically recorded corpus of 151 videos with simple geometrical objects show the mAP of 64,6% and the computational time at the generalization lower than a time of a visual fixation on the object-of-interest.	Semantic Scholar	inspired	1	0
The last step of the framework is to characterize social patterns, which is essentially to infer the diversity and frequency of the social relations of the user through discovery of recurrences of the same people across the whole set of social events of the user.	Semantic Scholar	inspired	1	0
These methods allow us to see that memory based on synaptic filters can be viewed as an initial transient that leads to memory signal rise, followed by the emergence of Ornstein-Uhlenbeck-like dynamics that return the system to equilibrium.	Semantic Scholar	inspired	1	1
The latter optimal is similar to what observed in different biological neuronal circuits.	Semantic Scholar	inspired	1	0
It has been suggested that reactivation of previously acquired experiences or stored information in declarative memories in the hippocampus and neocortex contributes to memory consolidation and learning.	Semantic Scholar	inspired	1	0
By doing this, identities of the missing objects can be retained continuously.	Semantic Scholar	inspired	1	1
First, we present discriminative rank pooling in which the shared weights of our video representation and the parameters of the action classifiers are estimated jointly for a given training dataset of labelled vector sequences using a bilevel optimization formulation of the learning problem.	Semantic Scholar	inspired	1	0
It has been suggested that reactivation of previously acquired experiences or stored information in declarative memories in the hippocampus and neocortex contributes to memory consolidation and learning.	Semantic Scholar	inspired	1	1
In this paper, we propose an effective and low-cost forward and backward sweeping execution method to accelerate state propagation for AGP, based on a key observation that states in AGP can be propagated between vertices much faster when the vertices are processed sequentially along the graph path within each round.	Semantic Scholar	inspired	1	1
However, in many real world applications, most observations are subject to unknown noise distributions, so the Gaussian distribution may not be a useful choice.	Semantic Scholar	inspired	1	0
After that, we propose two taxonomies of graph embedding which correspond to what challenges exist in different graph embedding problem settings and how the existing work addresses these challenges in their solutions.	Semantic Scholar	inspired	1	0
To overcome the lack of data problem in non-RGB spectrum, we define a new color space and decompose the task of deep scene parsing into two subtasks with two separate CNN architectures for chromaticity channels and semantic masks.	Semantic Scholar	inspired	1	1
However, direct methods remain brittle in the face of appearance change due to their underlying assumption of photometric consistency, which is commonly violated in practice.	Semantic Scholar	inspired	1	0
Deep RKM are obtained by coupling the RKMs.	Semantic Scholar	inspired	1	0
A vision-based object-tracking algorithm is used to precisely determine the pose and state of physical objects in and around the workspace.	Semantic Scholar	inspired	1	0
We illustrate how a simple approximation of attention weights (i.e.	Semantic Scholar	inspired	1	0
This letter presents a novel approach to probabilistic forecasting for pedestrians based on weighted sums of ordinary differential equations that are learned from historical trajectory information within a fixed scene.	Semantic Scholar	inspired	1	1
By virtue of theories of partial differential equations, inequality methods, and stochastic analysis techniques, pth moment exponential synchronization and almost sure exponential synchronization of the underlying neural networks are developed.	Semantic Scholar	inspired	1	1
The notion of similarity need not be shared by different observers.	Semantic Scholar	inspired	1	0
With a shift in current robotics application from known, well-defined environments toward unknown environments, the robot's ability to avoid unknown obstacles in real-time while relying on limited information about spatial constraints in its path becomes essential.	Semantic Scholar	inspired	1	1
However, existing relational topic models are based on an assumption that the number of hidden topics is known a priori, which is impractical in many real-world applications.	Semantic Scholar	inspired	1	0
Assuming excluded middle, we prove Zermelo’s embedding theorem for models, categoricity in all cardinalities, and the categoricity of extended axiomatisations fixing the number of Grothendieck universes.	Semantic Scholar	inspired	1	1
